"CWPName","SourceID","CWPStreet","CWPCity","CWPState","RegistryID","SupOver80CountUsDisp","CWPBioInspCount","BioVioLastYearFlag","BioQtrsWithVio","CWPBioFeaCount"
"RED POTATO MARKET WWTF","TX0137707","2060' NW OF INTX OF FM 1093 & FM 1489","SIMONTON","TX","110070051864","0",0,"N",0,0
"RED SULPHUR P.S.D","WV0027286","LOWER MILL ST.","PETERSTOWN","WV","110010866027","2",1,"N",0,0
"RED WARE ELEMENTARY WWTP","TX0102555","648 FMR 3164","GAINESVILLE","TX","110010843034","0",0,"N",0,0
"RED WING","MNL024571","1020 EAST FIFTH ST","RED WING","MN","110000760098","3",0,"N",0,0
"REDDING CLEAR CREEK WWTP","CAL079731","P.O. BOX 496071","REDDING","CA","110070001948",,0,"N",0,0
"REDDING STILLWATER WWTP","CAL082589","P.O. BOX 917","ANDERSON","CA","110070000710",,1,"N",0,0
"REDDING, TOWN OF","CT0101770","19 NORTH MAIN STREET","REDDING","CT","110009693368","0",0,"N",0,0
"REDLANDS WWTP","CAL000490","P.O. BOX 3005","REDLANDS","CA","110070002883",,0,"N",0,0
"REDMOND WWTP","ORL054914","3100 NW 19TH STREET","REDMOND","OR","110070002988","0",0,"Y",1,0
"REDONDO WWTP","WAL023451","3203 SW DASH POINT RD","FEDERAL WAY","WA","110061168454","1",0,"N",0,0
"REDSTONE ARSENAL CENTRAL WWTP","ALL062863","PO BOX 8230","HUNTSVILLE","AL","110001147394","4",0,"N",0,0
"REDSTONE WSD","COL046370","3573 G RD","PALISADE","CO","110070002204","0",0,"N",0,0
"REDSTONE WSD WWTF","CO0046370","1091 REDSTONE BLVD","REDSTONE","CO","110013346619","0",1,"N",0,0
"REDWOOD FALLS","MNL020401","COUNTY ROAD 25","REDWOOD FALLS","MN","110041084420","0",0,"N",0,0
"REDWOOD WWTP","TX0096679","11400 GREEN RIVER DRIVE","HARRIS COUNTY","TX","110009747202","12",0,"N",0,0
"REED CITY WWTP","MI0020036","700 COMMERCE DRIVE","REED CITY","MI","110009900811","2",0,"N",0,0
"REED CREEK WPCP","GAL031992","578 STEVENS CREEK ROAD","MARTINEZ","GA","110064620824","0",0,"N",0,0
"REED ROAD WWTP","OH0078981","17017 TWP RD 39","BELLE CENTER","OH","110008626647","2",0,"N",0,0
"REEDLEY WWTP","CAL081230","1733 9TH STREET","REEDLEY","CA","110070001855",,0,"N",0,0
"REEDSBURG WASTEWATER TREATMENT FACILITY","WI0020371","802 DIVISION STREET, REEDSBURG, WISCONSIN","REEDSBURG","WI","110002061553","6",0,"N",0,0
"REEDSPORT, CITY OF","ORL020826","183 W RAILROAD","REEDSPORT","OR","110009817467","4",0,"N",0,0
"REEDY CREEK IMPROVEMENT DIST","FLL021229","LAKE BUENA VISTA","UNKNOWN","FL","110058937566",,0,"N",0,0
"REEDY CREEK IMPROVEMENT DISTRICT","FLL108219","2151 BEAR ISLAND RD","LAKE BUENA VISTA","FL","110017859879","0",0,"N",0,0
"REESE WWSL","MIG580256","DIXON ROAD BETWEEN KERN ROAD AND SOUTH REESE ROAD","REESE","MI","110009908760","0",0,"N",0,0
"REEVE'S TRAILER COURT","MO0113654","25680 REGGIE DRIVE","WAYNESVILLE","MO","110006726739","0",0,"N",0,0
"REFLECTION BAY WATER RECLAMATION FACILITY","TX0117501","1818 REFLECTION BAY DR","PEARLAND","TX","110039883971","0",0,"N",0,0
"REFORM WWTP","AL0020915","103 THIRD AVE SE","REFORM","AL","110055974156","3",0,"N",0,0
"REFRESCO BEVERAGES","OKP003015","1701 SOUTH LEE STREET","FORT GIBSON","OK","110006661193","I",1,"N",0,0
"REFUGIO COUNTY WCID 1 WWTP","TX0054101","0.1 MILE SW INTX OF KELLER RD AND ST HWY 239","TIVOLI","TX","110009779436","0",0,"N",0,0
"REGIONAL BIOSOLIDS TREATMENT FACILITY","FLL784893","1491 N 14TH ST NW","NORTH BRANCH MN 55056","MN","110070004221","0",0,"N",0,0
"REGIONAL MUA - HAIKEY CREEK","OK0034363","11602 E 151ST ST S","TULSA","OK","110000558094","I",0,"N",0,0
"REGIONAL TRAINING FACILITY WWTP","LAJ660205","1800 NORTH LANE","MANDEVILLE","LA","110029525814","0",0,"N",0,0
"REGIONAL WWTF","CO0044458","1124 OLD AIRPORT RD","ALAMOSA COUNTY","CO","110001103332","2",1,"N",0,0
"REGIONAL WWTF","TX0118443","2000' E OF THE RIO GRANDE 10,000 W OF US HWY 83 ","WEBB COUNTY","TX","110010921217","3",0,"N",0,0
"REHOBOTH BEACH STP","DEL020028","REHOBOTH BEACH","REHOBOTH BEACH","DE","110002320658","0",0,"N",0,0
"REID ROAD MUD 1 WWTP","TX0053325","10015 GUSTY WINDS DR","HOUSTON","TX","110002068066","8",0,"N",0,0
"REIDSVILLE WWTP","NC0024881","407 BROAD ST","REIDSVILLE","NC","110000546865","5",0,"N",0,0
"RELLIS CAMPUS WWTP","TX0076023","APPROX 3.0 MI SE INTX OF ST HWY 21 & FM 50","BRAZOS COUNTY","TX","110009777624","2",0,"N",0,0
"REMINGTON MUD 1  WWTP","TX0101371","9805 QUEENSTON BLVD","HOUSTON","TX","110009747373","0",0,"N",0,0
"REMINGTON REGIONAL WWTP","VAL076805","12523 LUCKY HILL ROAD","WARRENTON","VA","110006623528","0",0,"N",0,0
"RENE HINOJOSA WWTP","TX0095761","6909 HERMANN RD","HOUSTON","TX","110009775421","12",0,"N",0,0
"RENN ROAD MUD WWTP","TX0078964","9535 SUGARLAND-HOWELL RD","HOUSTON","TX","110039694499","3",0,"N",0,0
"RENO, CITY OF","NVL020168","4250 NORTON DR","RENO","NV","110000734625","6",0,"N",0,0
"RENSSELAER COUNTY SD NO.1","NYL087971","1600 SEVENTH AVENUE","TROY","NY","110009483344","2",0,"N",0,0
"RENSSELAER WWTP","IN0024414","1750 W DAUGHERTY RD","RENSSELAER","IN","110006645746","0",0,"N",0,0
"RENSSELAER WWTP, CITY OF","INL024414","1750 W DAUGHERTY RD","RENSSELAER","IN","110006645746","0",0,"N",0,0
"RENZI COMMUNITY HOME","LAJ660310","347 BROWN'S BEND RD","ALEXANDRIA","LA","110054124540","0",0,"N",0,0
"REPTON PUBLIC SCHOOL","AL0049662","2340 CONALY STREET","REPTON","AL","110010073838","2",0,"N",0,0
"REPUBLIC TWP WWSL","MIG580252","8850 WILLOW DRIVE","REPUBLIC","MI","110009026561","0",0,"N",0,0
"REPUBLIC WWTP","MO0022098","915 NORTH WEST AVENUE","REPUBLIC","MO","110017996686","1",0,"N",0,0
"RESOURCE MANAGEMENT INC","NHLSQL132","270 NH ROUTE 132 ","NEW HAMPTON","NH","110070000794","0",0,"N",0,0
"RETREAT ON LOGHILL MESA HOA INC","COL622003","P O BOX 944","RIDGWAY","CO","110070000546",,0,"N",0,0
"REUION 20 TRAVEL VILLAGE WWTP","TX0122157","APPROX 740' E OF INTX IH 20 AND US HWY 271","TYLER","TX","110009748407","0",0,"N",0,0
"REVERSE OSMOSIS WTP","CO0046728","4350 E BROMLEY LN","BRIGHTON","CO","110020177011","0",1,"N",0,0
"REWA DURBIN CREEK WWTP","SC0040002","945 INVERARY DR","FOUNTAIN INN","SC","110000559137","8",0,"N",0,0
"REWA GILDER CK WWTP","SC0040525","2824 E GEORGIA RD","SIMPSONVILLE","SC","110000762559","0",0,"N",0,0
"REWA LOWER REEDY RIVER WWTP","SC0024261","497 NORTH HARRISON BRIDGE ROAD","SIMPSONVILLE","SC","110001675633","0",0,"N",0,0
"REWA MAULDIN RD WWTP","SC0041211","660 MAULDIN ROAD","GREENVILLE","SC","110017781925","4",0,"N",0,0
"REWA PELHAM WWTP","SC0033804","2750 EAST PHILLIPS RD","GREER","SC","110000565040","0",0,"N",0,0
"REWA/DURBIN CREEK WWTP","SCL040002","945 INVERNARY RD","FOUNTAIN INN","SC","110000559137","8",0,"N",0,0
"REWA/GEORGES CREEK WWTP","SCL047309","3635 OLD EASLEY BRIDGE RD","GREENVILLE","SC","110038991810","9",1,"N",0,0
"REWA/GILDER CK WWTP","SCL040525","2824 E GEORGIA RD","SIMPSONVILLE","SC","110000762559","0",0,"N",0,0
"REWA/GROVE CREEK WWTP","SCL024317","250 OWENS RD","PIEDMONT","SC","110002309001","9",0,"N",0,0
"REWA/GROVE CREEK WWTP","SC0024317","250 OWENS RD","PIEDMONT","SC","110002309001","9",0,"N",0,0
"REWA/LOWER REEDY RIVER WWTP","SCL024261","HARRISON BRIDGE RD","GREENVILLE","SC","110001675633","0",0,"N",0,0
"REWA/MAULDIN RD WWTP","SCL041211","MAULDIN RD S OF I-85","GREENVILLE","SC","110017781925","4",0,"N",0,0
"REWA/PELHAM WWTP","SCL033804","2750 E PHILLIPS RD","GREER","SC","110000565040","0",0,"N",0,0
"REWA/PIEDMONT REGIONAL WWTP","SCL048470","340 OSTEEN HILL RD","PIEDMONT","SC","110043834312","7",0,"N",0,0
"REWA/PIEDMONT WWTP","SC0023906","100 INGRAM LN","PIEDMONT","SC","110039693917","7",0,"N",0,0
"REWA/PIEDMONT WWTP","SCL023906","100 INGRAM LN","PIEDMONT","SC","110039693917","7",0,"N",0,0
"REXBURG, CITY OF","IDL023817","PO BOX 280","REXBURG","ID","110009726029","0",2,"N",0,0
"RHINELANDER CITY OF","WI0020044","2775 HIGHWAY 17 SOUTH, RHINELANDER, WISCONSIN","RHINELANDER","WI","110005467119","3",0,"N",0,0
"RIALTO BIOENERGY FACILITY","CAL105245","503 EAST SANTA ANA AVENUE","RIALTO","CA","110066760491","10",0,"N",0,0
"RIALTO WRF","CAL105295","501 EAST SANTA ANA AVE.","BLOOMINGTON","CA","110000525842","10",0,"N",0,0
"RIB MOUNTAIN METRO SEWAGE DISTRICT WWTF","WI0035581","2001 ASTER ROAD, WAUSAU, WI","SCHOFIELD","WI","110005535162","0",0,"N",0,0
"RICARDO WWTP","TX0113981","SW CORNER OF TOWN OF RICARDO, 0.1 M WEST US HWY 77","KINGSVILLE","TX","110009772923","1",0,"N",0,0
"RICE CISD WWTP","TX0129968","1094 RAIDER DR","ALTAIR","TX","110031110483","2",0,"N",0,0
"RICE LAKE UTILITIES CITY OF","WI0021865","1112 S. WISCONSIN AVENUE","RICE LAKE","WI","110000736124","0",0,"N",0,0
"RICE WSC WWTP","TX0117056","WEST OF IH-45; APPROX 2 MILES N INTX OF I-45 AND ","RICE","TX","110009748103","1",0,"N",0,0
"RICETEC WWTP","TX0117927","1925 FM 2917 APPROX 2620 F NORTH","BRAZORIA COUNTY","TX","110009747998","0",0,"N",0,0
"RICH HILL WWTF","MO0092517","NORTH TERMINUS OF 5TH ST","RICH HILL","MO","110009874886","1",0,"N",0,0
"RICHARD A HEYMAN WWTP -KEY WEST","FLL147222","TRUMBO POINT ANNEX-FLEMING KEY","KEY WEST","FL","110070003669",,0,"N",0,0
"RICHARD A. HEYMAN ENV PROT FAC","FLL025976","P.O. BOX 4998","FLEMING KEY WEST","FL","110069999372",,0,"N",0,0
"RICHARD AND PAMELA KING","MOL056553","NO 1 RUDDER COURT","LAKE ST. LOUIS","MO","110070002738","0",0,"N",0,0
"RICHARDS ISD WWTP","TX0106119","9477 PANTHER DR","RICHARDS","TX","110010921805","0",0,"N",0,0
"RICHEY RD SLUDGE PROCESSING","TXL005016","1820 CANDLE RIDGE PARK DR","WESTFIELD","TX","110032827136","7",0,"N",0,0
"RICHEY ROAD MUD WWTP","TX0092967","1820 CANDLE RIDGE PARK","WESTFIELD","TX","110009775742","7",0,"N",0,0
"RICHLAND CENTER WASTEWATER TREATMENT FAC","WI0020109","590 SOUTH ORANGE STREET, RICHLAND CENTER, WISCONSI","RICHLAND CENTER","WI","110039975658","1",0,"N",0,0
"RICHLAND CO/BROAD RIVER WWTF","SCL046621","1183 SHADYWOOD LN","IRMO","SC","110019951952","0",0,"N",0,0
"RICHLAND POTW","WAL020419","555 LACY RD","RICHLAND","WA","110000530373","1",1,"N",0,0
"RICHLAND TWP WWSL","MIG580087","15000 DOYLE ROAD (AT WATSON ROAD)","HEMLOCK","MI","110006742784","0",0,"N",0,0
"RICHLAND WWTP","MO0023299","19199 ROSE FINCH ROAD","RICHLAND","MO","110009878212","0",0,"N",0,0
"RICHLANDS,REGIONAL WWTF","VAL021199","425 PLANT RD","RICHLANDS","VA","110010916599","5",0,"N",0,0
"RICHMOND CITY OF","VAL063177","1400 BRANDER STREET","RICHMOND","VA","110000540424","11",0,"N",0,0
"RICHMOND DREAMING CREEK STP","KYL022845","PO BOX 700","RICHMOND","KY","110039995226","3",0,"N",0,0
"RICHMOND REGIONAL WWTP","TX0115177","220 LEGION DRIVE","RICHMOND","TX","110016691891","0",0,"N",0,0
"RICHMOND SILVER CREEK STP","KYL103357","PO BOX 700","RICHMOND","KY","110009933484","2",0,"N",0,0
"RICHMOND SOUTH WWTP","MOL100200","WELLINGTON STREET","RICHMOND","MO","110009873583","0",0,"N",0,0
"RICHMOND STP, VILLAGE OF","ILL026093","EAST STREET","RICHMOND","IL","110009988317","0",0,"N",0,0
"RICHMOND STP, VILLAGE OF","IL0026093","8150 ROUTE 31","RICHMOND","IL","110009988317","0",0,"N",0,0
"RICHMOND TATES CREEK STP","KYL022853","PO BOX 700","RICHMOND","KY","110000565745","0",0,"N",0,0
"RICHMOND TWP WWTP-MARQUETTE CO","MI0028444","EAST STATE HIGHWAY M-35 AND EMPIRE MINE ROAD","PALMER","MI","110009900615","0",0,"N",0,0
"RICHMOND WWTP","INL025615","WILLIAM EDMOND ROSS WWTP","RICHMOND","IN","110070002149",,0,"N",0,0
"RICHMOND WWTP","MI0023906","35653 31 MILE ROAD","LENOX","MI","110008440810","4",0,"N",0,0
"RICHMOND WWTP, CITY OF","IN0025615","(WILLIAM EDWIN ROSS)","RICHMOND","IN","110039964704","6",0,"N",0,0
"RICHWOOD WWTP","OH0027260","302 S FRANKLIN ST","RICHWOOD","OH","110009630603","0",0,"N",0,0
"RIDAUGHT LANDING WWTF","FLL039721","2878-1 TUSCARORA TRL","CLAY COUNT","FL","110006366896","0",0,"N",0,0
"RIDAUGHT LANDING WWTF","FL0039721","2878-1 TUSCARORA TRL","MIDDLEBURG","FL","110006366896","0",0,"N",0,0
"RIDDLEVILLE STREET WWTP","TX0129984","800 WEST RIDDLEVILLE STREET","KARNES CITY","TX","110031110517","3",0,"N",0,0
"RIDGE FARM STP, VILLAGE OF","IL0020966","15270 EAST 260 NORTH ROAD","RIDGE FARM","IL","110009989352","0",0,"N",0,0
"RIDGE WWTP","TX0104833","4027 MABERY ST","GRANBURY","TX","110009747541","1",0,"N",0,0
"RIDGECREST STP","IL0031976","7560 NORTH ASHLEY ROAD","MORRIS","IL","110006769817","0",0,"N",0,0
"RIDGECREST WWTF","CAL000453","100 W CALIFORNIA AVE","RIDGECREST","CA","110002426321","0",0,"N",0,0
"RIDGEFIELD, TOWN OF","CT0101451","9101 ETHAN ALLEN HIGHWAY RT.7","RIDGEFIELD","CT","110009068230","0",0,"N",0,0
"RIDGEFIELD, TOWN OF (MAIN)","CTL100854","22 SOUTH ST.","RIDGEFIELD","CT","110001123551","0",0,"N",0,0
"RIDGEFIELD, TOWN OF (MAIN)","CT0100854","22 SOUTH ST.","RIDGEFIELD","CT","110001123551","0",0,"N",0,0
"RIDGELY STP","TNL062529","397 DILLARD STREET","RIDGELY","TN","110006664074","1",0,"N",0,0
"RIDGEWOOD VILLAGE OF WPCP","NJL024791","131 N. MAPLE AVE.","RIDGEWOOD","NJ","110014981788","0",0,"N",0,0
"RIDGWAY SEWAGE TREATMENT PLANT","PAL023213","P.O. BOX 149","RIDGWAY","PA","110010995101","1",0,"N",0,0
"RIDGWAY STP, VILLAGE OF","IL0020079","MURPHY STREET","RIDGWAY","IL","110009989432","1",0,"N",0,0
"RIDGWAY TOWN OF","COL588047","PO BOX 10","RIDGWAY","CO","110070002072",,0,"N",0,0
"RIFLE REGIONAL WW RECLAMATION FACILITY","COL048151","UNKNOWN","RIFLE","CO","110070004131",,0,"N",0,0
"RIFLE REGIONAL WW RECLAMATION FACILITY","CO0048151","2515 W CENTENNIAL PKWY","RIFLE","CO","110033164055","0",1,"N",0,0
"RIFLE, CITY OF","COG650122","202 RAILROAD AVE.","RIFLE","CO","110039795950","0",0,"N",0,0
"RIG-CHEM, INC.","LAJ660118","132 THOMPSON RD.","HOUMA","LA","110024574398","0",0,"N",0,0
"RILEY MAZE CREEK WWTP","AL0020303","308 COUNTY ROAD 1845","ARAB","AL","110009122653","2",0,"N",0,0
"RINGLING, TOWN OF","OKG580033","21 N 5TH","RINGLING","OK","110011009443","3",2,"N",0,0
"RINGWOOD, TOWN OF","OKG580047","200 SOUTH MAIN ST","RINGWOOD","OK","110011007515","0",1,"N",0,0
"RIO GRANDE CITY  WWTP","TX0068764","2222 CLAY DAVIS ST RIO","RIO GRANDE CITY","TX","110000760873","3",0,"N",0,0
"RIO GRANDE WWTP","OH0027278","80 W COLLEGE ST","RIO GRANDE","OH","110008630892","0",0,"N",0,0
"RIO RANCHO, CITY OF","NML027987","100 INDUSTRIAL PARK LOOP","RIO RANCHO","NM","110039926630","0",0,"N",0,0
"RIO VISTA WWTF","TX0135411","201 S HWY 174","RIO VISTA","TX","110064611317","3",0,"N",0,0
"RIO VISTA, CITY OF","CAL083771","3000 AIRPORT RD","RIO VISTA","CA","110065453645","5",0,"N",0,0
"RIPLEY SEWAGE TREATMENT PLANT","OH0020966","71 VICTORIA STREET","RIPLEY","OH","110006350297","0",0,"N",0,0
"RIPLEY WASTEWATER LAGOON","TNL078191","P.O. BOX 26","RIPLEY","TN","110016755000","2",0,"N",0,0
"RIPLEY WWTP","TNL025364","P.O. BOX 26","RIPLEY","TN","110016755000","2",0,"N",0,0
"RIPON INDUSTRIAL & DOMESTIC TP","CAL010534","259 NORTH WILMA AVENUE","RIPON","CA","110039786602","2",0,"N",0,0
"RIPON WASTEWATER TREATMENT FACILITY","WI0021032","560 ASPEN STREET, RIPON, WISCONSIN","RIPON","WI","110039975827","2",0,"N",0,0
"RITA COMMUNITY SEWERAGE","LAJ660081","427 E LAFOURCHE DR.","LOCKPORT","LA","110043270019","7",0,"N",0,0
"RITCHIE PROPERTIES LLC","LAJ660308","5505 SHREVEPORT HWY","PINEVILLE","LA","110054124522","7",0,"N",0,0
"RITTER RAIL, INC","OKP003018","US 60 BR","WEST SENECA","OK","110063981053","I",1,"N",0,0
"RITTMAN WWTP","OH0102857","100 MORNINGSTAR DR","RITTMAN","OH","110006261115","9",0,"N",0,0
"RIVANNA AUTH-BROWNSVILLE","VAL025496","403 EIGHT ST, N.E.","CHARLOTTESVILLE","VA","110055000038",,0,"N",0,0
"RIVANNA W&SA-MOORES CREEK STP","VAL025518","695 MOORES CREEK LANE","CHARLOTTESVILLE","VA","110001886273","0",1,"N",0,0
"RIVANNA WATER & SEWER AUTH","VAL065366","P.O. BOX 18","CHARLOTTESVILLE","VA","110055008511",,0,"N",0,0
"RIVER BEND APARTMENTS WWTP","AL0027570","COVE POINT DRIVE","RIVERSIDE","AL","110009122001","5",0,"N",0,0
"RIVER BEND TOWNHOUSES WWTP","AL0054011","7900 RIVER BEND ROAD","MORRIS","AL","110009122500","0",0,"N",0,0
"RIVER DANCE RV PARK","COG588147","6700 US 6","GYPSUM","CO","110070924758","0",0,"N",0,0
"RIVER DANCE RV RESORT","COG590147","6700 US 6","GYPSUM","CO","110070924758","0",0,"N",0,0
"RIVER FALLS MUNICIPAL UTILITY  WWTF","WI0029394","432 APOLLO RD, RIVER FALLS, WI","RIVER FALLS","WI","110000736133","0",0,"N",0,0
"RIVER HAVEN MHP WWTP","MIG570128","13870 DEEPWATER POINT","GRAND HAVEN","MI","110006649305","1",0,"N",0,0
"RIVER HILLS OWNERS ASSOCIATION","TX0033154","600' NW OF FM 691 AND FM 131","DENISON","TX","110009780228","0",0,"N",0,0
"RIVER OAKS MHP WWTP","TX0092711","9110 MOUNT HOUSTON ROAD","HOUSTON","TX","110013314573","12",0,"N",0,0
"RIVER PLANTATION MUD WWTF","TX0025674","623 RIVER PLANTATION DR","CONROE","TX","110009746007","1",0,"N",0,0
"RIVER RANCH MUD 1 WWTP","TX0137901","5.7 MI S OF INTEREX OF US 90 & FM 146","DAYTON","TX","110070100256","4",0,"N",0,0
"RIVER RIDGE MHC-LAPEER CO","MIG580053","25 PINE RIDGE DR.","LAPEER","MI","110009026400","0",0,"N",0,0
"RIVER RIDGE MHC/CONDOS-SALINE WWTP","MI0055034","289 DUNDEE","SALINE","MI","110009900036","0",0,"N",0,0
"RIVER ROAD WWTP","TX0025801","12600 RECLAMATION RD","AMARILLO","TX","110039858017","0",0,"Y",2,0
"RIVER ROCK LANDING CONDO","MIG570052","10273 ROCK HOLLOW LANE","DIMONDALE","MI","110009911453","0",0,"N",0,0
"RIVERBANK WWTP","CAL001310","6707 3RD ST.","RIVERBANK","CA","110012897222","10",0,"N",0,0
"RIVERBEND PARK & RESORT WWTP","TX0124699","1020  AGNES RD","RICHMOND","TX","110009115830","0",0,"N",0,0
"RIVERBEND REGIONAL WATER RECLAMATION PLANT","TX0123781","1780 NAVO RD","LEWISVILLE","TX","110009770435","0",0,"N",0,0
"RIVERBEND RETREAT CENTER ","TX0066702","1232 COUNTY ROAD 411B","GLEN ROSE","TX","110009778473","0",0,"N",0,0
"RIVERCHASE WWTP","AL0041653","2004 PARKWAY RIVER ROAD","HOOVER","AL","110002041754","6",0,"N",0,0
"RIVERCREST ISD WWTP","TX0116556","4100 US HWY 271 SOUTH","RED RIVER COUNTY","TX","110034564380","0",0,"N",0,0
"RIVERDALE LOCAL SCHLS","OH0130613","20613 STATE RTE 37","MOUNT BLANCHARD","OH","110006311730","0",0,"N",0,0
"RIVERHEAD (T)","NYL020061","200 HOWELL AVENUE","RIVERHEAD","NY","110014007920","2",0,"N",0,0
"RIVERIA WCID WWTF","TX0112763","400 WEST LIVE OAK","RIVIERA","TX","110006683847","2",0,"N",0,0
"RIVERSBEND APARTMENTS","COG590066","4070 LOWER RIVER BEND","SNOWMASS","CO","110022544399","0",0,"N",0,0
"RIVERSIDE ESTATES MHC","MIG570106","14566 N RED BUD TRAIL","BUCHANAN","MI","110006743015","2",0,"N",0,0
"RIVERSIDE HOTEL","AL0053422","11900 HIGHWAY 78","RIVERSIDE","AL","110006787502","5",0,"N",0,0
"RIVERSIDE RWQCP","CAL105350","3900 MAIN STREET","RIVERSIDE","CA","110013155209","11",0,"N",0,0
"RIVERSIDE WATER RECLAMAT AUTH","NJL022519","300 MONROE ST","RIVERSIDE","NJ","110024895808","4",0,"N",0,0
"RIVERSIDE WATER RECLAMATION FACILITY","AL0084442","100 MARINA STREET","RIVERSIDE","AL","110070229369","5",0,"N",0,0
"RIVERSIDE WWTF","TX0071145","475 HIGGS DR","BRYAN","TX","110009778259","2",0,"N",0,0
"RIVERTON STP","IL0021041","1200 E RIVERTON RD","RIVERTON","IL","110006770351","0",0,"N",0,0
"RIVERTON WWTF","WY0020672","UNKNOWN","UNKNOWN","WY","110055197451","2",0,"N",0,1
"RIVERTON, CITY OF","WYL020672","816 NORTH FEDERAL BOULEVARD","RIVERTON","WY","110006684481","2",1,"N",0,0
"RIVERTON, CITY OF WWTP","WYG650003","2600 EAST MONROE AVENUE","RIVERTON","WY","110018910400","2",0,"N",0,0
"RIVERVIEW BUSINESS PARK LLC","NYL032468","1850 COUNTY ROUTE 57","FULTON","NY","110006826408","0",0,"N",0,0
"RIVERVIEW MHC","OH0119571","US RTE 20 E","WAKEMAN","OH","110008575531","0",0,"N",0,0
"RIVERVIEW WRRF","AL0045969","2926 RIVERVIEW ROAD","BIRMINGHAM","AL","110064625295","0",0,"N",0,0
"RIVERVIEW WRRF","ALL045969","2926 RIVERVIEW ROAD","BIRMINGHAM","AL","110064625295","0",0,"N",0,0
"RIVERWOOD WWTP","TX0123013","3 MI SW INTX OF FMR 359 & FMR 1093","FULSHEAR","TX","110009770505","0",0,"N",0,0
"RMI RESIDUALS MANAGEMENT FACILITY","NHLSQC132","1171 NH RT 175","HOLDERNESS","NH","110070002011","0",0,"N",0,0
"RMS UTILITIES","COG650183","6349 COUNTY ROAD 106.65 SOUTH","ALAMOSA","CO","110056128462","0",0,"N",0,0
"ROAMING SHORES WWTP","OH0045659","2565 ROME ROCK CREEK RD","ROCK CREEK","OH","110006699670","0",0,"N",0,0
"ROAMINGWOOD SEWER AND WATER ASSOCIATION","PAL033430","LAKEVIEW DR","LAKE ARIEL","PA","110070105425","0",0,"N",0,0
"ROANE CO. STP","TNL024473","123  POST OAK VALLEY ROAD","ROCKWOOD","TN","110010948163","0",0,"N",0,0
"ROANOKE RAPIDS SANITARY DISTRICT","NCL024201","PO BOX 308","ROANOKE RAPIDS","NC","110000573932","3",0,"N",0,0
"ROANOKE RIVER WWTP","NC0024201","135 AQUEDUCT RD","WELDON","NC","110000573932","3",0,"N",0,0
"ROANOKE STP","VAL025020","1502 BROWNLEE AVE","ROANOKE","VA","110064328605","4",0,"N",0,0
"ROANOKE WWTF","AL0062715","1584 COUNTY ROAD 855","ROANOKE","AL","110045477328","3",0,"N",0,0
"ROARING FORK WATER & SANITATIO","COG650115","UNKNOWN","CARBONDALE","CO","110027855319",,0,"N",0,0
"ROARING FORK WATER & SANITATION DISTRICT","COL650115","2550 COUNTY ROAD 109","CARBONDALE","CO","110070002424",,0,"N",0,0
"ROARING FORK WSD WWTF","COL044750","2550 CR 109","CARBONDALE","CO","110009067801","0",0,"N",0,0
"ROARING FORK WSD WWTF","CO0044750","2550 CR 109","CARBONDALE","CO","110009067801","0",1,"N",0,0
"ROBBINS WWTP","NC0062855","SEWER PLANT RD","ROBBINS","NC","110006644328","1",0,"N",0,0
"ROBERSONVILLE WWTP","NC0026042","1149 ROGERSON RD","ROBERSONVILLE","NC","110006367341","0",0,"N",0,0
"ROBERT T. SAVELY WATER RECLAMATION WWTP","TX0022543","14210 MIDDLEBROOK DR","HOUSTON","TX","110000761391","0",0,"N",0,0
"ROBERT W HITE TREATMENT FACILITY","CO0026638","6450 YORK ST","DENVER","CO","110055971998","12",1,"N",0,0
"ROBERTO R BUSTAMANTE WWTP","TX0101605","10001 SOUTHSIDE RD","EL PASO","TX","110064621226","6",0,"N",0,0
"ROBESONIA-WERNERSVILLE M/A OF","PAL031062","CHURCH AND HAIN MILL ROAD","ROBESONIA","PA","110006623662","0",0,"N",0,0
"ROBINDALE WWTP","TX0071340","3208 ROBINDALE ROAD","BROWNSVILLE","TX","110064600944","2",0,"N",4,0
"ROBINS AFB","GAL002852","78 CEG/CEAN 775 MACON STREET BLDG 1555","ROBINS AFB","GA","110000700055","0",0,"N",0,0
"ROBINSON CREEK WWTP","TX0116572","4420 FMR 1374","HUNTSVILLE","TX","110009747827","0",0,"N",0,0
"ROBINSON STP, CITY OF","ILL030732","1000 NORTH MITCHELL AVENUE","ROBINSON","IL","110002043093","3",0,"N",0,0
"ROBINSON WWTP, CITY OF","IL0030732","1000 NORTH MITCHELL AVENUE","ROBINSON","IL","110002043093","3",0,"N",0,0
"ROBSON RANCH WWTP","TX0119849","5495 SOUTH FLORANCE RD","DENTON","TX","110009748167","0",0,"N",0,0
"ROBSTOWN WWTF","TX0020389","1250 N US HWY 77","ROBSTOWN","TX","110064610005","2",0,"N",0,0
"ROCHELLE WATER RECLAMATION","ILL030741","888 TREATMENT PLANT ROAD","ROCHELLE","IL","110000731735","3",0,"N",0,0
"ROCHELLE WATER RECLAMATION, CITY OF","IL0030741","888 ELLIOTS WAY","ROCHELLE","IL","110000731735","3",0,"N",0,0
"ROCHESTER","MNL024619","301 NW 37TH ST","ROCHESTER","MN","110067787292","0",1,"N",0,0
"ROCHESTER AREA JOINT SEWER AUT","PAL026140","200 WATER STREET","BEAVER COUNTY","PA","110001061047","8",0,"N",0,0
